order_id,customer_name,product_category,price,quantity,order_date
ORD-018550,Carrie Beasley,Clothing,266.4,3,2026-07-12
ORD-018551,  Veronica Johnson  ,Clothing,559.12,4,2026-07-28
ORD-018552,Daniel Smith,Home & Kitchen,974.6,0,2026-08-09
ORD-018553,Jose Joyce,Home & Kitchen,567.55,2,2026-07-01
ORD-018554,Michelle Foster,Electronics,595.31,2,2026-08-15
ORD-001948,  Brian Mitchell  ,Electronics,983.06,5,2026-06-13
ORD-018556,Jessica Mills,Home & Kitchen,994.36,5,2026-04-14
ORD-018557,Daniel Hamilton,Books,$288.79,1,2026-08-02
ORD-018558,  Madison Pruitt  ,Clothing,$953.98,5,2026-07-10
ORD-018559,Terri Crane,Clothing,$784.71,5,2026-07-23
ORD-018560,  Connie Kelly  ,Beauty,271.29,5,2026-07-17
ORD-018561,Pamela Marshall,Home & Kitchen,152.04,2,2026-05-12
ORD-018562,Robert King,Beauty,472.83,1,2026-04-26
ORD-018563,Aaron Mann,Books,$91.13,1,2026-06-16
ORD-018564,George Clarke,Home & Kitchen,158.44,1,2026-04-10
ORD-018565,Megan Gonzalez,Beauty,259.68,5,2026-04-26
ORD-018566,Terry Carter,Clothing,59.8,3,2026-09-08
ORD-018567,Dr. Vicki Harrison MD,Books,349.25,4,2026-07-30
ORD-018568,Mr. Todd Dominguez,Clothing,$120.4,1,2026-04-07
ORD-018569,Katie Young,Books,934.68,2,2026-05-08
ORD-018570,Charles Kline,Electronics,$660.98,2,2026-08-27
ORD-018571,Barbara Mcgee,Beauty,625.36,3,2026-08-30
ORD-018572,  Seth James  ,Beauty,97.19,1,2026-09-11
ORD-018573,  Thomas Williams  ,Books,376.01,3,2026-08-03
ORD-018574,  Kelly Mccarthy  ,Electronics,804.15,3,2026-09-14
ORD-018575,  John Watts  ,Beauty,$302.38,3,2026-05-13
ORD-018576,Vincent Watson,Home & Kitchen,$829.83,5,2026-05-15
ORD-018577,  Paul Miller  ,Beauty,147.95,3,2026-06-28
ORD-018578,  Shaun Thompson  ,Clothing,374.41,3,2026-04-20
ORD-018579,  Patrick Williams  ,Clothing,899.71,0,2026-08-18
ORD-018580,  Anna Cunningham  ,Clothing,302.11,5,2026-08-24
ORD-018581,Miranda Rodriguez,Clothing,767.31,2,2026-09-12
ORD-018582,Jonathan Cline,Books,999.32,2,2026-06-17
ORD-018583,  Henry Valenzuela  ,Electronics,736.43,4,2026-08-12
ORD-018584,Patricia Brady,Books,622.38,4,2026-07-12
ORD-018585,Christopher Medina,Clothing,142.16,2,2026-08-15
ORD-018586,Jason Robinson,Electronics,$785.42,3,2026-04-29
ORD-018587,  Deborah Hall  ,Beauty,$772.93,2,2026-06-14
ORD-018588,Kim Schwartz,Electronics,906.04,2,2026-06-30
ORD-018589,Joshua Gonzalez,Home & Kitchen,$869.99,0,2026-05-13
ORD-018590,David Owens,Electronics,$540.64,3,2026-05-23
ORD-018591,Eric Schwartz,Beauty,$104.22,1,2026-08-20
ORD-018592,Jerome Bentley,Clothing,868.41,2,2026-08-11
ORD-018593,Thomas Martinez,Beauty,287.43,1,2026-07-31
ORD-018594,Lindsay Johnson,Home & Kitchen,590.49,1,2026-04-03
ORD-018595,Connor Ramos,Clothing,687.03,3,2026-04-09
ORD-018596,Misty Rivera,Beauty,992.53,3,2026-05-11
ORD-018597,  Pamela Rivas  ,Books,$760.86,4,2026-06-13
ORD-018598,Michael Hayes,Electronics,199.57,3,2026-07-26
ORD-018599,Alicia Gregory,Beauty,682.67,3,2026-05-07
ORD-018600,  Gabrielle Yu  ,Books,481.29,5,2026-07-01
ORD-018601,Angela Foster,Beauty,211.55,-1,2026-04-26
ORD-018602,Jacob Walton,Beauty,963.98,1,2026-09-14
ORD-018603,Jennifer Anderson,Beauty,$887.3,2,2026-06-26
ORD-018604,  Frank Morgan  ,Books,444.62,4,2026-05-09
ORD-018605,Kathryn Johnson,Books,975.28,1,2026-03-23
ORD-018606,Barry Smith,Home & Kitchen,11.87,3,2026-08-18
ORD-018607,  Laura Garza  ,Books,450.06,2,2026-06-28
ORD-018608,Judy Mckinney,Electronics,$541.94,4,2026-04-02
ORD-018609,Jennifer Butler,Clothing,608.02,0,2026-07-26
ORD-018610,Melissa Armstrong,Clothing,$849.24,4,2026-08-26
ORD-018611,Natalie Snyder,Beauty,967.96,2,2026-07-02
ORD-018612,Chloe Little,Books,79.73,5,2026-03-26
ORD-018613,Michele Lam,Beauty,949.4,3,2026-07-10
ORD-018614,Amanda Horn,Electronics,955.38,1,2026-06-22
ORD-018615,  Taylor Valentine  ,Clothing,253.53,2,2026-07-20
ORD-018616,Alan Hopkins,Clothing,$934.16,2,2026-08-08
ORD-018617,Victoria Potts,Books,$566.28,3,2026-08-02
ORD-018618,Benjamin Smith,Books,127.08,5,2026-09-11
ORD-018619,Jennifer Anderson,Clothing,54.83,1,2026-03-21
ORD-018620,Cheryl Lynch,Electronics,573.03,5,2026-08-20
ORD-000664,  Michelle Mann  ,Books,278.84,1,2026-05-09
ORD-018622,Karen Golden,Home & Kitchen,127.91,4,2026-09-15
ORD-018623,  Michael Lee  ,Books,847.57,4,2026-08-07
ORD-018624,Brianna Newman,Books,135.43,2,2026-08-09
ORD-018625,Jacob Wong,Books,213.71,4,2026-06-18
ORD-018626,Sharon Gallegos,Beauty,886.84,3,2026-05-14
ORD-018627,Kristi Hood,Books,457.38,2,2026-03-22
ORD-001289,Stephanie Lane,Clothing,$863.47,4,2026-05-09
ORD-018629,Christopher Johnson,Books,$911.35,4,2026-07-01
ORD-018630,Nancy Walker PhD,Electronics,275.15,2,2026-05-01
ORD-018631,Sharon Davis,Electronics,78.15,3,2026-05-16
ORD-018632,Sarah Mitchell,Beauty,759.12,1,2026-07-29
ORD-018633,Kayla Mccormick,Beauty,$68.03,2,2026-05-06
ORD-018634,Julia Ellison,Home & Kitchen,438.39,3,2026-07-26
ORD-018635,  Christopher Arnold  ,Beauty,266.13,2,2026-05-16
ORD-018636,Rachel Bauer,Beauty,523.21,2,2026-06-06
ORD-018637,Jennifer Vasquez,Clothing,799.93,5,2026-06-30
ORD-018638,Gabrielle Burton,Beauty,997.5,4,2026-05-20
ORD-018639,  Ashley Mcconnell  ,Beauty,$448.96,5,2026-03-22
ORD-018640,Mr. Scott Robles,Electronics,568.0,5,2026-07-29
ORD-018641,Tara Rivera,Electronics,564.15,4,2026-03-21
ORD-018642,Clinton Adams,Electronics,$455.48,5,2026-07-24
ORD-018643,  Christopher Dorsey  ,Books,904.09,1,2026-07-31
ORD-018644,Richard Daniel,Beauty,783.09,1,2026-04-26
ORD-018645,  Shawn Smith  ,Electronics,$733.43,4,2026-06-03
ORD-018646,  Alexandra Mcdaniel  ,Electronics,274.61,3,2026-05-12
ORD-018647,Mrs. Samantha Castro,Electronics,$85.11,2,2026-09-01
ORD-018648,Jacob Gonzales,Clothing,$309.31,4,2026-07-11
ORD-018649,Richard Cline,Clothing,809.82,2,2026-03-21
ORD-018650,Michael Moreno,Clothing,685.36,3,2026-07-25
ORD-018651,Stephen Adams,Beauty,$946.02,2,2026-08-19
ORD-000825,Barbara Williams,Clothing,868.78,5,2026-06-02
ORD-018653,April Watson,Electronics,301.28,3,2026-07-25
ORD-018654,Amy Martinez,Electronics,676.97,1,2026-04-25
ORD-018655,Aaron Mullins,Electronics,103.89,1,2026-06-02
ORD-018656,Brett Larsen,Beauty,415.3,5,2026-09-08
ORD-018657,Chad Jackson,Electronics,309.03,5,2026-04-10
ORD-018658,Michael Martin,Beauty,$342.47,3,2026-08-09
ORD-018659,  Amy Johnson  ,Clothing,$74.3,1,2026-05-06
ORD-018660,Shawn Moore,Books,$264.04,1,2026-08-13
ORD-018661,  Claudia Lane  ,Beauty,743.72,3,2026-07-30
ORD-018662,Mitchell Edwards,Beauty,699.38,1,2026-09-08
ORD-018663,Stephanie Campbell,Books,723.3,3,2026-04-25
ORD-018664,Evan Jackson Jr.,Electronics,483.78,1,2026-05-11
ORD-018665,Rhonda Miller,Books,535.41,4,2026-08-31
ORD-018666,Michael Miller,Clothing,$887.17,5,2026-08-26
ORD-018667,Gina Fleming,Beauty,$767.87,2,2026-04-06
ORD-018668,Leslie Shaw,Beauty,223.49,5,2026-05-16
ORD-018669,Dr. Robin Chase DDS,Electronics,389.76,5,2026-04-06
ORD-018670,Tara Hancock,Beauty,208.19,1,2026-07-21
ORD-000190,Bryan Delgado,Clothing,341.95,1,2026-07-23
ORD-018672,Michael Weber,Books,340.39,3,2026-07-08
ORD-018673,Larry Medina,Electronics,317.47,3,2026-04-05
ORD-018674,  Mr. Matthew Wheeler  ,Home & Kitchen,957.84,3,2026-07-25
ORD-018675,Sara Garcia,Electronics,593.0,3,2026-05-26
ORD-018676,Thomas Dennis,Electronics,$490.7,3,2026-08-25
ORD-018677,Jeremy Williams,Books,412.15,1,2026-07-27
ORD-018678,Tony Smith,Electronics,640.36,1,2026-09-15
ORD-018679,Megan Winters,Electronics,22.93,-1,2026-07-06
ORD-000380,Robin Russell,Beauty,$257.77,2,2026-07-27
ORD-018681,Tristan Holland,Home & Kitchen,458.73,3,2026-03-25
ORD-018682,Lisa Lopez,Home & Kitchen,$857.33,5,2026-04-23
ORD-018683,Cheryl Wang,Beauty,180.97,3,2026-04-17
ORD-018684,Mary Mcpherson,Beauty,$895.65,4,2026-07-16
ORD-018685,James Little,Beauty,$182.09,4,2026-08-03
ORD-018686,Patrick Walsh,Clothing,$959.91,5,2026-06-01
ORD-018687,Michael Marshall,Clothing,903.72,2,2026-08-06
ORD-001999,Philip Wallace,Beauty,231.16,5,2026-08-30
ORD-018689,William Marshall,Home & Kitchen,575.4,5,2026-08-23
ORD-018690,Lisa Lara,Clothing,814.02,4,2026-08-03
ORD-018691,Darren Bailey,Electronics,$126.1,5,2026-07-09
ORD-018692,Frank Harris,Electronics,583.46,1,2026-07-23
ORD-018693,Emily Mccoy,Electronics,$456.88,1,2026-06-16
ORD-018694,Judith Gonzalez,Beauty,$435.81,3,2026-06-04
ORD-018695,Sharon Hicks,Clothing,163.55,5,2026-07-05
ORD-018696,Samantha Andrews,Books,418.19,3,2026-08-27
ORD-018697,Michael Preston,Clothing,$388.05,2,2026-08-26
ORD-018698,Kimberly Cooper,Books,576.33,4,2026-03-28
ORD-001612,  Charles Christensen  ,Beauty,467.55,1,2026-06-11
ORD-018700,Rachel Meyer,Books,$946.78,5,2026-05-08
ORD-018701,Antonio Flores,Beauty,$390.87,3,2026-06-11
ORD-018702,  Beverly Peterson  ,Electronics,623.99,3,2026-07-02
ORD-018703,Brian Avila,Electronics,$612.41,4,2026-06-07
ORD-018704,Gary Newman,Home & Kitchen,34.47,4,2026-07-16
ORD-018705,Michelle Dunn,Books,953.09,2,2026-05-13
ORD-018706,Vanessa Peterson,Clothing,$228.63,2,2026-08-11
ORD-018707,Lonnie Murray,Electronics,764.56,2,2026-04-07
ORD-000028,Brianna Martinez,Beauty,$45.9,3,2026-06-05
ORD-018709,  Anna Colon  ,Home & Kitchen,$312.21,2,2026-05-02
ORD-018710,Zachary Perez,Electronics,$292.31,1,2026-07-03
ORD-018711,  Daniel Carr  ,Books,130.09,1,2026-04-15
ORD-018712,Jesse Hicks,Home & Kitchen,261.79,1,2026-04-27
ORD-018713,Anthony Joseph,Electronics,263.1,2,2026-09-12
ORD-018714,  Amber Peterson  ,Electronics,992.88,4,2026-04-18
ORD-018715,Jack Green,Beauty,197.95,1,2026-07-17
ORD-018716,Vickie Scott,Beauty,673.37,4,2026-03-30
ORD-018717,Robert Kim,Clothing,295.49,-1,2026-08-09
ORD-018718,Holly Silva,Books,$499.96,1,2026-06-19
ORD-018719,Melissa Parsons,Books,819.08,5,2026-08-16
ORD-018720,Andrew Hinton,Books,260.66,4,2026-05-16
ORD-018721,Whitney Fields,Books,678.69,1,2026-05-17
ORD-018722,Michele Lyons,Books,949.94,2,2026-08-09
ORD-018723,Brenda Parks,Home & Kitchen,86.39,5,2026-07-13
ORD-018724,Francisco Nelson,Beauty,648.96,4,2026-07-15
ORD-018725,Paul Clark,Home & Kitchen,$63.95,3,2026-08-29
ORD-018726,Jesse Terry,Beauty,$991.7,3,2026-09-01
ORD-018727,Steven Carter,Books,982.4,5,2026-05-11
ORD-018728,  Catherine Palmer  ,Beauty,$293.73,3,2026-04-16
ORD-018729,Laura Contreras,Home & Kitchen,712.18,1,2026-09-08
ORD-018730,Shane Moore,Clothing,$57.28,1,2026-09-12
ORD-018731,Linda Mcintyre,Beauty,288.08,5,2026-08-10
ORD-018732,Samuel Gilbert,Electronics,126.34,-1,2026-05-21
ORD-018733,  Glenda Bradley  ,Electronics,319.38,4,2026-08-20
ORD-018734,Valerie Schmidt,Books,780.15,0,2026-07-28
ORD-018735,Dustin Keith,Home & Kitchen,92.34,1,2026-04-27
ORD-018736,Sandra Hunter,Home & Kitchen,75.2,3,2026-09-14
ORD-018737,Zachary Hays,Books,520.13,2,2026-08-06
ORD-018738,Olivia Bailey,Beauty,$902.57,3,2026-04-20
ORD-018739,Seth Gordon,Home & Kitchen,359.07,5,2026-08-08
ORD-018740,Jane Sanchez,Clothing,$833.72,3,2026-04-09
ORD-018741,Jessica Orozco,Beauty,778.81,4,2026-05-30
ORD-018742,  Sara Price  ,Electronics,134.15,4,2026-09-09
ORD-018743,Shawna Smith,Beauty,797.2,1,2026-07-30
ORD-018744,Michael Lee,Beauty,976.94,2,2026-05-21
ORD-018745,Shelia Miller,Clothing,$143.94,3,2026-06-04
ORD-000126,Alexandria Estrada,Electronics,$133.32,4,2026-07-20
ORD-018747,William Rivera,Books,161.39,4,2026-06-06
ORD-018748,Sarah Baker,Electronics,$291.89,5,2026-06-03
ORD-018749,Susan Bright,Electronics,$225.06,1,2026-05-25
ORD-018750,Veronica Vaughn,Beauty,281.61,3,2026-04-26
ORD-018751,Sandra Reyes,Beauty,$875.55,4,2026-04-17
ORD-018752,John Bryant,Books,823.27,1,2026-08-02
ORD-018753,James Aguirre,Beauty,57.61,3,2026-09-08
ORD-018754,Robert Butler,Home & Kitchen,155.34,1,2026-06-04
ORD-018755,Stephanie Morales,Beauty,168.98,1,2026-03-22
ORD-018756,David Howard,Books,401.23,4,2026-06-26
ORD-018757,Jermaine Miller,Clothing,483.95,3,2026-06-10
ORD-018758,Jennifer Duncan,Clothing,476.13,-1,2026-07-14
ORD-018759,Stephen White,Beauty,766.84,1,2026-09-09
ORD-018760,Jennifer Moore,Home & Kitchen,303.69,3,2026-05-19
ORD-018761,Jay Lowery,Beauty,658.11,5,2026-06-25
ORD-018762,Angela Perry,Books,$75.06,1,2026-08-05
ORD-018763,Yvonne George,Electronics,$487.51,0,2026-05-14
ORD-018764,Mark Jones,Clothing,702.31,1,2026-08-10
ORD-018765,Michael Perry,Clothing,$655.19,4,2026-03-30
ORD-018766,Tyler Fry,Home & Kitchen,$989.3,1,2026-06-10
ORD-018767,  Raymond Williams  ,Home & Kitchen,$688.97,3,2026-04-30
ORD-018768,  Zachary Johnson  ,Clothing,280.82,4,2026-05-22
ORD-018769,Sara Chan,Books,373.82,5,2026-04-08
ORD-018770,Patrick Alvarado,Books,911.65,4,2026-05-29
ORD-018771,  Lisa Tanner  ,Beauty,721.95,5,2026-07-19
ORD-018772,  Amy Byrd  ,Beauty,367.26,5,2026-04-10
ORD-018773,Emily Turner,Books,600.05,1,2026-08-20
ORD-018774,Jamie Sheppard,Books,$761.61,3,2026-07-27
ORD-018775,Savannah Winters,Home & Kitchen,$472.91,5,2026-05-18
ORD-018776,Russell Harris,Electronics,$669.44,5,2026-05-31
ORD-018777,Christina Jackson,Books,394.58,5,2026-05-13
ORD-018778,Richard Sullivan,Electronics,$325.88,3,2026-04-16
ORD-018779,Dr. Walter Thomas MD,Books,241.7,3,2026-06-07
ORD-018780,  Travis Whitney  ,Home & Kitchen,847.43,3,2026-06-09
ORD-018781,  Zachary Brown  ,Books,272.13,2,2026-09-13
ORD-001112,  Sarah Huynh  ,Clothing,999.01,3,2026-09-11
ORD-018783,  Michael Todd  ,Clothing,$294.04,2,2026-08-19
ORD-018784,Jennifer Marquez,Books,934.89,2,2026-06-08
ORD-018785,David Hale,Clothing,49.57,5,2026-06-07
ORD-018786,Robert Fritz,Beauty,$785.12,3,2026-06-19
ORD-018787,  Jennifer Johnson  ,Electronics,324.99,5,2026-04-19
ORD-018788,  Brian Reeves  ,Home & Kitchen,$309.73,5,2026-08-10
ORD-018789,Sabrina Scott,Clothing,620.87,2,2026-09-13
ORD-018790,Dawn Ho,Electronics,959.49,1,2026-08-08
ORD-018791,Derek Baker,Home & Kitchen,543.37,2,2026-04-05
ORD-018792,Devin Robbins,Books,860.46,4,2026-04-24
ORD-018793,Eric Fox,Electronics,413.27,1,2026-04-03
ORD-018794,  Kyle Knapp  ,Beauty,578.9,4,2026-09-14
ORD-018795,Kayla Jones,Beauty,138.48,2,2026-07-07
ORD-000149,Joseph Juarez,Books,185.68,5,2026-06-23
ORD-018797,Connie Allen MD,Clothing,$112.47,2,2026-06-04
ORD-018798,Tracy Smith,Home & Kitchen,183.68,5,2026-04-26
ORD-018799,Maria Conley,Electronics,588.35,3,2026-03-27
ORD-018800,Erin Greene,Beauty,$130.8,5,2026-04-27
ORD-018801,Janice Sanders,Clothing,461.55,2,2026-06-06
ORD-018802,Elizabeth Williamson,Electronics,$222.83,4,2026-07-15
ORD-018803,Patrick Miller,Beauty,492.36,3,2026-03-28
ORD-018804,Alexis Daniels,Electronics,$519.56,2,2026-09-12
ORD-018805,  Shelly Rice  ,Home & Kitchen,882.06,4,2026-04-30
ORD-018806,Mary Johnson,Beauty,212.88,2,2026-05-09
ORD-018807,Edward Adams,Home & Kitchen,$534.33,1,2026-06-03
ORD-018808,Jared May,Books,361.39,2,2026-07-29
ORD-018809,Robert Sanders,Home & Kitchen,703.61,4,2026-05-22
ORD-018810,  Gregory Berry  ,Electronics,$220.91,2,2026-06-09
ORD-018811,  Robert Casey  ,Clothing,796.35,2,2026-03-22
ORD-018812,Jose Smith,Books,919.04,1,2026-07-07
ORD-018813,Emily Delgado,Home & Kitchen,$455.48,3,2026-09-09
ORD-018814,Sean Aguilar,Clothing,664.38,2,2026-08-04
ORD-018815,Heather Erickson,Books,$492.28,4,2026-05-08
ORD-018816,Sarah Jackson,Clothing,524.22,4,2026-08-15
ORD-000782,Kathryn Jones,Clothing,564.35,2,2026-04-30
ORD-018818,Linda Thomas,Books,491.74,1,2026-07-08
ORD-018819,Gina Campbell,Books,891.32,2,2026-09-03
ORD-018820,  Melissa Rogers  ,Beauty,$173.94,5,2026-09-14
ORD-018821,Nicole Osborne,Beauty,$584.03,1,2026-03-24
ORD-018822,Nicholas Meadows,Books,795.41,1,2026-04-28
ORD-018823,  Tonya Vargas  ,Home & Kitchen,704.6,3,2026-07-14
ORD-018824,James Miranda,Home & Kitchen,$50.53,3,2026-08-02
ORD-018825,Michael Bowman,Beauty,$620.05,1,2026-04-22
ORD-018826,  Holly Bowman  ,Home & Kitchen,$788.45,3,2026-06-10
ORD-018827,  Daniel Howard  ,Home & Kitchen,$933.79,3,2026-04-15
ORD-018828,Angela Gonzalez,Electronics,$729.09,4,2026-06-13
ORD-018829,Jessica Koch,Electronics,414.44,1,2026-06-17
ORD-018830,  Paul Gonzalez  ,Beauty,240.05,4,2026-09-05
ORD-018831,Heather Pierce,Books,525.66,1,2026-05-07
ORD-018832,Phillip Cook,Electronics,955.4,1,2026-03-27
ORD-018833,  Mackenzie Brown  ,Beauty,$245.79,5,2026-04-11
ORD-018834,Andrew Thornton,Clothing,69.72,2,2026-05-11
ORD-018835,Zachary Patterson,Home & Kitchen,$40.14,2,2026-07-16
ORD-018836,  Nicholas Sullivan  ,Electronics,$676.66,5,2026-04-13
ORD-001852,Deborah Lee,Beauty,80.12,1,2026-05-30
ORD-018838,Ann Hogan,Electronics,$301.78,2,2026-03-23
ORD-018839,Erica Collins,Electronics,563.96,5,2026-04-14
ORD-018840,Colleen Nichols,Beauty,871.01,4,2026-03-20
ORD-018841,Cody Carr,Beauty,134.61,3,2026-08-15
ORD-018842,Michael Dixon,Beauty,$268.23,3,2026-03-26
ORD-018843,David Morales,Clothing,$989.46,5,2026-08-22
ORD-018844,Shirley Hall,Clothing,144.09,4,2026-04-12
ORD-018845,Amber Sanders,Books,$287.07,2,2026-07-11
ORD-018846,Karen Smith,Beauty,$181.53,2,2026-07-28
ORD-018847,  Amanda Andrews  ,Beauty,647.15,5,2026-06-18
ORD-018848,  Darren Kent  ,Home & Kitchen,227.11,4,2026-08-24
ORD-018849,Courtney Cox,Electronics,785.37,3,2026-07-25
ORD-018850,Tamara Russell,Clothing,860.13,1,2026-07-28
ORD-018851,Scott Johns,Electronics,484.23,5,2026-07-22
ORD-018852,Christine Price,Books,280.95,4,2026-06-07
ORD-018853,Angela Christensen,Books,$181.63,3,2026-07-28
ORD-000310,  David Martin  ,Books,$874.41,3,2026-04-02
ORD-000265,Alex Zamora,Electronics,500.99,2,2026-06-24
ORD-018856,Jonathan Alexander,Clothing,$216.09,2,2026-03-27
ORD-018857,Jennifer Irwin,Home & Kitchen,541.8,2,2026-04-27
ORD-018858,  Daniel Francis  ,Beauty,934.98,2,2026-04-13
ORD-018859,Charles Ball,Books,$165.78,2,2026-05-25
ORD-018860,Nichole Hill,Books,$451.68,4,2026-05-15
ORD-018861,Kristen Cervantes,Clothing,802.01,2,2026-09-12
ORD-018862,Billy Jordan,Home & Kitchen,997.72,2,2026-08-06
ORD-018863,  Courtney Moore  ,Books,892.37,2,2026-08-24
ORD-018864,Erik Sanchez,Books,945.66,5,2026-06-01
ORD-018865,Gregory Hayes Jr.,Electronics,934.42,1,2026-08-22
ORD-018866,  Vanessa Hughes  ,Home & Kitchen,709.42,3,2026-09-15
ORD-018867,Jessica Fitzgerald,Home & Kitchen,31.73,4,2026-07-01
ORD-001398,Daniel Riddle,Books,859.41,4,2026-08-10
ORD-018869,John Allen MD,Beauty,710.94,4,2026-06-15
ORD-018870,Donna Reynolds,Clothing,900.88,2,2026-05-11
ORD-001477,Matthew Smith,Home & Kitchen,966.48,5,2026-06-28
ORD-018872,  Jacqueline Hayes  ,Home & Kitchen,177.0,2,2026-05-13
ORD-018873,Nicholas Rogers,Beauty,641.05,1,2026-05-26
ORD-018874,Justin Richardson,Beauty,124.47,5,2026-06-27
ORD-018875,Karen King,Clothing,$202.6,3,2026-04-07
ORD-018876,Derek Mathews,Home & Kitchen,$209.24,1,2026-03-28
ORD-018877,Douglas Hartman,Beauty,870.63,1,2026-08-30
ORD-018878,Mariah Baker,Clothing,360.12,1,2026-06-27
ORD-018879,Crystal Wiley,Electronics,452.0,1,2026-06-29
ORD-018880,Jessica Williams,Clothing,402.27,3,2026-07-02
ORD-018881,Mike Richardson,Beauty,$674.6,5,2026-08-05
ORD-018882,Zoe Perez,Clothing,$73.04,4,2026-08-03
ORD-018883,Kristen Ward,Beauty,342.86,3,2026-05-31
ORD-018884,Phillip Henderson,Clothing,235.13,4,2026-03-21
ORD-018885,Shannon Padilla,Beauty,52.67,4,2026-04-24
ORD-018886,Kevin Allen,Books,$713.29,2,2026-06-07
ORD-018887,Gabriela Doyle,Books,256.26,1,2026-09-02
ORD-018888,Lori Zamora,Books,$373.84,5,2026-05-17
ORD-018889,  Melanie Robinson  ,Home & Kitchen,$719.32,1,2026-08-15
ORD-018890,Wendy Melendez,Beauty,857.77,3,2026-05-30
ORD-018891,Steven Hall,Electronics,636.38,1,2026-06-14
ORD-018892,Lydia Boyle,Electronics,$748.38,5,2026-07-31
ORD-018893,Jonathan Scott,Clothing,917.06,1,2026-08-25
ORD-018894,Tina Pearson,Clothing,635.43,2,2026-08-23
ORD-018895,  Mrs. Lorraine Lang  ,Home & Kitchen,387.2,1,2026-05-19
ORD-018896,Richard Willis,Home & Kitchen,244.26,2,2026-05-30
ORD-018897,  Terry Carpenter  ,Clothing,$543.85,5,2026-05-14
ORD-018898,Kristin Green,Books,$957.05,5,2026-07-09
ORD-018899,Matthew Berry,Beauty,971.33,1,2026-04-07
ORD-018900,Amanda Boyd,Books,23.16,4,2026-06-21
ORD-018901,Joseph Aguirre,Home & Kitchen,153.99,5,2026-08-08
ORD-018902,James Pierce,Books,$55.64,3,2026-05-13
ORD-001967,Janet Quinn,Home & Kitchen,$635.84,5,2026-04-01
ORD-018904,Matthew Mccullough,Clothing,303.28,2,2026-07-29
ORD-018905,Erik Shepard,Electronics,728.09,2,2026-07-28
ORD-018906,Amanda Morales,Books,502.48,5,2026-04-26
ORD-018907,Jennifer Thompson,Clothing,381.89,5,2026-05-12
ORD-018908,Timothy Johnson,Clothing,649.25,2,2026-08-16
ORD-018909,Paul Vega,Home & Kitchen,254.87,3,2026-06-23
ORD-018910,Jennifer Boone,Books,85.67,1,2026-05-24
ORD-018911,Mr. James Valenzuela,Clothing,860.89,3,2026-06-10
ORD-018912,Alyssa Mccall,Electronics,254.54,4,2026-09-04
ORD-018913,Mark Love,Clothing,562.47,4,2026-05-12
ORD-018914,Jeffrey Howard,Electronics,501.99,2,2026-05-12
ORD-018915,Mr. Jonathon Eaton,Clothing,$969.59,5,2026-09-10
ORD-018916,Michael Gardner,Clothing,939.44,5,2026-05-26
ORD-018917,Kristopher Hunt,Electronics,233.92,2,2026-08-01
ORD-000945,  Patrick David  ,Books,277.57,3,2026-08-20
ORD-001639,Shelley Patel,Clothing,$827.62,5,2026-07-20
ORD-018920,Charles Robinson,Electronics,26.27,3,2026-04-10
ORD-018921,Kevin Smith,Home & Kitchen,517.64,2,2026-04-20
ORD-018922,Michael Hicks,Beauty,908.03,3,2026-05-12
ORD-018923,Willie Hernandez,Beauty,582.7,5,2026-06-23
ORD-018924,Catherine Nelson,Books,171.94,1,2026-08-02
ORD-018925,Katherine Stewart,Beauty,223.7,2,2026-07-02
ORD-018926,Michelle Garcia,Beauty,$964.39,1,2026-04-15
ORD-018927,James Garner,Home & Kitchen,527.7,3,2026-08-30
ORD-018928,Wanda Pugh,Home & Kitchen,$868.52,4,2026-06-25
ORD-018929,Bryan Santiago,Books,911.24,1,2026-06-13
ORD-018930,Ruben Reyes,Home & Kitchen,$851.82,2,2026-04-11
ORD-018931,Lisa Gonzalez,Clothing,$40.17,4,2026-03-29
ORD-018932,Jennifer Curtis,Clothing,50.77,2,2026-09-11
ORD-018933,Paul Gilmore,Home & Kitchen,$576.45,2,2026-04-10
ORD-018934,  Paul Jones  ,Electronics,841.75,1,2026-04-20
ORD-018935,Melissa Ramirez,Books,453.46,1,2026-08-16
ORD-018936,Melinda Johnson,Home & Kitchen,920.17,5,2026-04-14
ORD-018937,Micheal Williams,Clothing,92.78,5,2026-06-27
ORD-001437,Courtney Stanley,Electronics,132.28,3,2026-09-10
ORD-018939,  Nicole Marshall  ,Beauty,$706.41,3,2026-07-21
ORD-018940,Jade Torres,Books,$252.13,4,2026-09-01
ORD-018941,Patricia Bauer,Clothing,$893.54,3,2026-08-17
ORD-018942,Donna Boone,Home & Kitchen,720.37,2,2026-05-17
ORD-018943,Heidi King,Home & Kitchen,638.66,3,2026-07-17
ORD-018944,Jon Howe,Electronics,271.57,5,2026-07-28
ORD-018945,  Jerry Perez  ,Electronics,$62.25,3,2026-06-29
ORD-018946,Justin Jones,Books,273.32,2,2026-05-25
ORD-018947,Mrs. Leslie Anderson MD,Home & Kitchen,690.9,3,2026-04-05
ORD-018948,Dr. Christina Barron,Books,716.55,5,2026-06-22
ORD-018949,Robert Stuart,Beauty,943.77,5,2026-07-25
ORD-018950,Anthony Davis,Clothing,$820.17,3,2026-07-21
ORD-018951,Dustin Duncan,Electronics,$251.81,4,2026-03-31
ORD-018952,  Brianna Meyer  ,Clothing,936.88,5,2026-04-16
ORD-018953,Cynthia Bishop,Electronics,$603.98,4,2026-04-10
